0.01,0
0.01,0
0.03,0
0.01,0
0.02,0
0.01,0
0.14,1
4.14,3
3.45,3
0.19,1
1.07,2
0.81,2
0.17,1
3.64,3
2.95,3
0.69,2
0.02,0
0.02,0
0.01,0
0.03,0
0.01,0
0.54,2
0.14,1
0.01,0
0.01,0
0.02,0
